recency,history_segment,history,mens,womens,zip_code,newbie,channel,treatment,target
9,3,354.27,0,1,1,0,1,0,0
1,0,33.46,1,0,2,0,1,0,0
2,2,265.35,1,0,2,0,2,0,1
10,1,120.11,1,0,0,0,2,0,0
9,3,357.14,1,0,0,0,0,1,0
2,3,444.03,1,0,0,1,0,0,0
8,0,82.25,1,0,1,0,1,0,0
11,0,52.35,0,1,0,1,2,0,0
5,0,29.99,0,1,0,0,1,0,0
10,0,29.99,0,1,2,0,2,0,0
3,1,136.45,0,1,2,1,1,1,0
10,4,744.08,1,1,1,1,0,0,0
9,0,29.99,1,0,2,1,1,0,0
2,0,86.08,0,1,0,0,1,1,0
8,1,111.55,1,0,0,1,1,0,0
2,6,3345.93,1,1,1,1,1,0,0
9,0,29.99,0,1,1,1,2,0,0
1,2,236.23,0,1,0,1,1,0,0
9,2,235.59,1,0,1,0,2,0,0
3,1,103.46,1,0,1,0,2,1,0
7,0,42.11,1,0,0,0,2,0,0
11,4,540.6,0,1,2,1,0,0,0
5,1,183.8,0,1,1,0,2,0,0
2,5,843.73,0,1,0,1,2,0,0
8,6,1332.97,1,1,2,1,0,0,0
12,2,201.57,0,1,0,1,2,1,0
4,1,125.73,0,1,1,1,1,1,0
4,4,520.77,1,0,0,1,2,0,0
3,1,105.09,1,0,1,0,2,1,0
9,0,94.67,1,0,0,1,2,0,0
2,2,245.8,1,0,1,0,0,1,1
1,1,112.58,0,1,0,1,1,0,0
10,0,76.34,0,1,1,0,2,0,0
10,3,421.7,0,1,0,1,1,1,0
10,1,133.56,0,1,1,1,2,0,0
11,3,391.94,0,1,1,0,2,0,0
1,3,458.91,1,1,0,0,0,0,1
4,2,240.35,0,1,1,0,2,0,0
12,1,106.98,0,1,2,1,2,0,0
11,2,245.46,1,0,0,0,0,0,0
3,0,64.21,1,0,1,1,2,0,0
11,0,39.62,1,0,0,0,1,0,1
3,2,335.52,1,0,2,0,1,0,0
3,3,387.84,1,0,0,1,2,1,0
4,0,90.36,0,1,1,1,1,0,1
9,0,33.25,1,0,1,0,1,0,0
1,2,208.03,1,0,0,0,1,0,0
8,0,79.34,0,1,0,0,2,1,0
3,6,1089.96,1,0,2,1,0,1,0
6,0,29.99,1,0,0,0,1,0,0
2,0,29.99,1,0,0,0,1,0,0
2,2,227.0,1,0,0,0,2,0,0
1,0,88.52,0,1,0,1,2,0,0
10,2,303.01,0,1,0,0,1,0,0
2,0,29.99,1,0,1,0,1,0,0
6,4,737.69,1,0,1,1,2,0,0
9,0,29.99,0,1,2,0,2,1,0
9,3,370.96,1,1,0,1,2,0,0
6,3,438.26,1,1,2,1,0,0,1
8,0,93.91,0,1,0,0,1,1,0
9,1,112.38,0,1,1,1,2,1,0
1,1,114.05,1,0,2,1,2,1,0
9,2,265.65,0,1,1,1,0,0,0
3,1,119.97,0,1,2,0,2,0,0
1,0,29.99,0,1,2,1,2,0,0
8,0,73.73,1,0,2,1,1,1,0
2,4,589.41,0,1,0,1,1,0,0
12,1,107.71,1,0,1,0,2,0,0
3,0,64.37,0,1,1,1,1,0,0
9,2,324.84,0,1,0,1,0,0,0
12,0,34.19,1,0,0,1,2,1,0
2,3,403.51,1,0,1,0,1,1,0
12,0,81.61,1,0,1,1,1,0,1
1,4,503.94,1,0,1,1,1,1,0
6,0,29.99,0,1,1,0,2,0,0
3,0,29.99,1,0,0,0,1,1,0
11,1,106.99,0,1,0,0,1,1,0
1,1,122.28,0,1,1,0,1,0,1
3,4,572.57,1,0,0,1,2,0,0
3,0,34.37,1,0,1,1,2,0,0
5,1,156.8,1,0,0,0,2,0,0
10,0,92.13,0,1,2,1,1,1,0
3,1,105.68,1,0,0,1,1,1,0
2,0,29.99,0,1,1,0,2,1,0
1,2,307.23,1,0,0,0,0,1,0
6,2,227.98,0,1,1,0,0,0,0
10,1,112.83,1,0,1,0,1,1,0
10,5,941.14,1,1,1,1,0,0,0
1,1,109.46,0,1,0,1,2,0,0
1,3,441.95,0,1,0,0,0,1,1
3,3,365.28,1,0,1,1,2,1,0
6,0,98.7,0,1,1,0,2,1,0
10,1,138.61,0,1,1,1,1,1,0
4,2,260.48,1,0,0,0,2,0,0
7,0,63.36,0,1,1,0,1,0,0
9,0,57.54,0,1,0,1,2,0,0
10,1,181.0,1,0,1,1,2,0,0
1,4,738.87,1,1,1,1,0,0,0
3,1,113.44,1,0,1,1,1,1,0
6,0,68.89,1,0,1,0,1,0,0
9,4,567.74,0,1,0,1,1,0,0
3,0,29.99,1,0,1,1,2,1,0
6,0,29.99,0,1,1,1,1,0,0
11,0,74.75,1,0,2,1,2,0,0
3,1,105.57,1,0,1,0,2,1,0
10,0,35.17,0,1,0,0,2,1,0
10,0,85.87,0,1,0,0,2,0,0
7,1,124.95,1,0,1,1,2,1,0
3,3,470.27,0,1,1,0,1,1,0
1,4,558.84,1,0,0,1,0,0,0
4,0,75.5,0,1,0,1,1,0,0
3,2,278.48,0,1,0,0,1,0,0
2,4,652.26,0,1,1,1,2,1,0
1,5,796.71,1,0,1,1,1,0,1
7,2,308.79,0,1,1,1,1,0,0
1,2,253.06,0,1,1,1,2,1,1
10,2,239.96,1,1,1,0,1,0,0
9,2,215.4,1,1,0,1,2,0,0
10,1,148.34,0,1,2,0,1,0,0
7,0,29.99,1,0,1,0,1,0,0
10,4,735.91,1,1,0,1,0,0,0
3,1,170.29,0,1,1,1,2,0,0
4,3,403.51,1,0,0,0,0,0,0
1,3,443.37,0,1,1,0,0,0,0
5,2,221.27,1,0,1,0,1,0,0
12,2,238.29,1,0,1,0,0,1,0
4,3,420.8,0,1,0,0,1,0,0
7,1,104.35,0,1,1,0,2,0,0
2,0,29.99,0,1,0,0,2,0,1
6,0,57.12,1,0,0,0,1,0,1
4,1,152.45,1,0,2,0,1,0,0
9,0,96.24,1,0,1,0,2,1,1
1,6,1215.3,0,1,1,1,2,0,0
2,1,104.87,0,1,1,0,1,0,0
12,0,68.94,1,0,2,0,2,1,0
1,5,829.7,1,1,0,1,1,0,0
8,1,141.91,1,0,1,0,2,1,0
10,3,358.08,1,0,0,0,0,1,0
10,2,286.95,1,0,1,1,1,1,0
5,1,136.22,1,0,1,1,2,0,0
5,2,213.55,1,0,0,0,1,0,0
2,3,377.56,1,1,1,1,1,0,0
1,4,577.34,1,0,2,1,1,0,0
8,0,29.99,1,0,1,1,1,0,0
11,2,253.34,0,1,1,1,1,0,0
2,2,343.76,1,0,1,0,1,1,0
3,1,143.01,0,1,0,0,1,0,0
3,2,219.26,0,1,1,0,1,0,0
10,1,163.1,0,1,0,0,1,0,0
7,2,259.11,0,1,2,0,2,1,0
4,2,253.87,1,1,1,0,2,0,1
4,1,146.4,1,0,0,0,1,1,0
2,4,597.68,1,0,1,1,0,1,0
11,2,278.19,1,1,0,0,2,0,0
1,1,117.14,0,1,0,1,1,1,0
6,0,53.81,1,0,0,1,2,0,0
3,1,184.85,1,0,2,1,1,0,0
3,0,39.21,0,1,1,0,2,1,0
10,0,60.58,1,0,1,1,2,0,0
9,0,89.06,1,0,0,1,1,1,0
9,0,41.06,0,1,0,1,1,0,0
2,3,368.12,1,0,1,1,1,0,0
2,0,72.91,1,0,0,1,2,0,0
7,0,29.99,1,0,0,1,2,0,0
9,0,29.99,1,0,2,1,1,1,0
4,2,235.62,1,0,0,1,1,0,0
10,0,29.99,0,1,1,1,1,0,0
5,0,31.74,1,0,1,0,2,1,0
2,6,1311.61,1,0,1,1,0,0,0
10,2,217.7,1,0,0,0,0,0,1
1,2,324.67,1,1,1,0,2,1,0
12,0,40.51,1,0,1,0,2,0,0
4,1,157.88,0,1,0,1,1,1,0
8,0,85.49,0,1,1,0,1,1,0
2,1,100.93,1,0,1,0,2,1,0
9,1,131.26,1,0,0,1,2,0,0
8,0,29.99,1,0,0,1,1,1,0
1,1,168.23,0,1,2,1,2,0,0
2,1,131.21,0,1,2,1,2,1,0
9,1,126.04,0,1,0,1,2,0,0
8,2,338.12,1,1,1,0,2,0,0
12,0,29.99,0,1,2,1,2,1,0
2,2,210.37,0,1,0,0,2,0,0
10,0,62.15,1,0,2,1,2,1,1
2,2,263.63,1,1,0,1,1,0,0
11,0,29.99,0,1,1,1,1,0,0
5,0,29.99,0,1,1,1,1,1,0
5,3,357.84,1,0,2,0,0,1,0
1,3,480.84,0,1,1,0,0,0,0
10,1,102.47,0,1,1,0,2,0,0
11,0,55.59,0,1,0,0,2,0,0
8,0,96.53,1,0,1,0,2,1,0
10,0,29.99,1,0,1,1,2,0,0
1,0,29.99,1,0,1,1,2,0,0
2,1,181.45,0,1,1,1,1,1,0
3,0,29.99,0,1,0,1,2,1,0
11,0,29.99,0,1,0,1,1,1,0
8,1,157.3,1,0,2,1,1,1,0
7,2,217.61,0,1,0,1,2,0,0
10,1,128.85,1,0,0,0,2,0,0
2,1,137.09,0,1,1,1,2,0,0
4,2,283.58,0,1,1,1,1,1,0
11,2,225.36,0,1,1,0,1,0,0
5,2,273.77,1,0,1,1,1,1,0
1,1,155.38,0,1,1,1,1,0,0
1,2,331.06,1,0,0,0,1,0,0
3,4,585.36,1,1,1,1,0,0,0
10,0,56.08,0,1,1,1,2,0,1
12,0,60.38,1,0,1,1,2,0,0
7,3,410.71,1,0,1,0,0,0,0
9,0,85.56,1,0,1,0,2,0,0
9,1,152.62,1,0,1,1,1,0,0
12,1,146.74,1,0,0,0,1,0,0
2,0,54.8,0,1,1,0,2,0,0
11,0,33.86,0,1,1,1,2,0,0
1,2,267.52,1,0,0,0,0,1,1
10,2,296.47,1,0,0,0,0,1,0
1,3,495.71,0,1,1,1,1,0,0
9,2,316.25,0,1,0,0,0,0,0
3,4,530.89,1,1,2,1,2,0,0
6,3,446.11,0,1,1,0,1,1,1
6,2,209.49,1,1,0,1,2,1,0
10,0,45.54,0,1,1,1,1,0,0
2,1,192.38,0,1,0,0,2,0,0
7,0,87.98,0,1,0,1,1,0,0
2,4,659.99,1,1,1,1,0,0,1
6,0,91.26,0,1,1,1,2,0,0
1,4,549.99,0,1,1,1,1,1,0
7,4,584.72,1,1,0,1,0,0,0
7,0,29.99,1,0,0,1,2,0,0
6,0,69.95,1,0,0,0,1,1,0
2,4,596.75,1,1,1,1,0,0,0
1,3,359.23,1,0,1,0,1,0,0
3,2,284.08,0,1,1,1,2,0,0
11,0,43.76,0,1,1,0,1,1,0
4,3,390.55,1,0,0,1,2,0,0
1,1,118.74,0,1,0,1,2,0,0
11,0,47.17,1,0,1,0,1,0,0
2,1,158.49,1,0,0,1,2,0,0
3,1,187.54,1,0,0,1,1,0,0
5,2,315.22,0,1,1,0,2,1,0
9,0,29.99,0,1,2,0,2,0,1
11,0,41.34,1,0,0,1,1,0,0
3,1,146.55,1,0,0,1,1,0,0
2,0,29.99,0,1,1,1,1,1,0
10,2,294.37,1,0,0,1,0,1,0
8,0,29.99,1,0,1,1,1,0,0
1,0,53.56,0,1,0,1,2,1,0
1,0,84.61,1,0,1,0,2,1,0
4,2,279.59,1,1,0,1,1,1,0
12,0,31.48,1,0,1,0,2,0,0
10,1,117.05,1,0,0,1,1,0,0
7,2,323.47,1,1,1,0,1,0,0
10,2,218.61,0,1,1,0,0,0,0
8,0,54.07,0,1,1,1,2,1,0
9,0,29.99,1,0,0,0,1,0,0
5,2,345.92,1,0,2,1,1,0,0
7,0,29.99,1,0,2,0,2,1,0
2,0,89.54,1,0,1,1,1,0,0
3,2,225.14,1,1,0,0,1,1,0
4,0,30.93,0,1,0,1,1,1,0
4,1,112.52,0,1,2,0,2,0,0
10,1,114.42,1,0,2,1,1,0,0
7,0,63.43,0,1,1,0,2,0,1
4,1,173.87,0,1,2,0,1,0,0
12,1,139.18,0,1,1,0,1,0,0
8,1,102.63,1,0,2,1,1,1,0
12,0,64.78,0,1,1,1,2,0,0
4,5,795.58,1,1,0,1,2,0,0
8,2,209.43,0,1,1,0,2,1,0
3,0,74.76,0,1,2,1,2,1,1
9,0,42.1,1,0,1,1,2,0,0
12,2,223.59,0,1,1,1,1,1,0
8,0,81.51,1,0,1,0,2,0,0
2,0,46.18,0,1,0,1,1,0,0
3,2,237.18,1,0,1,0,2,1,0
1,5,847.95,1,1,0,1,0,1,0
8,0,29.99,1,0,2,1,1,0,0
1,5,912.46,1,0,1,1,2,1,0
2,0,92.26,0,1,2,1,1,0,0
5,4,610.33,1,1,1,1,1,1,0
12,0,29.99,1,0,1,0,2,1,0
2,6,1968.98,1,0,1,1,0,0,0
7,0,83.6,0,1,1,0,2,0,0
12,0,63.94,0,1,1,0,2,1,0
2,1,150.53,0,1,1,1,2,0,0
6,0,51.85,1,0,1,1,1,0,0
6,1,156.99,1,0,0,0,2,1,0
1,0,61.22,1,0,1,1,2,0,0
9,2,225.04,0,1,0,0,2,1,0
4,1,100.14,1,0,0,1,2,0,0
2,4,528.41,0,1,1,1,1,1,1
2,3,386.08,1,0,0,1,2,1,0
1,0,30.54,1,0,0,0,1,0,0
4,4,641.01,1,0,1,1,2,0,0
10,0,45.82,1,0,1,1,1,0,0
9,0,51.34,1,0,0,1,1,0,0
4,1,122.0,0,1,0,1,1,1,0
1,0,29.99,0,1,0,0,1,0,0
3,3,405.86,1,0,1,1,0,0,0
2,0,68.85,0,1,1,1,2,0,0
6,1,183.3,1,0,0,1,2,1,0
7,0,77.54,0,1,2,1,2,1,0
1,5,832.26,1,0,1,1,1,0,1
9,0,64.49,0,1,1,0,2,0,0
10,0,69.54,0,1,1,0,1,1,0
5,4,657.41,1,1,0,1,2,0,0
9,2,243.08,1,0,0,1,0,0,0
10,2,249.92,1,1,0,0,2,0,0
10,0,96.7,1,0,1,1,1,0,0
3,2,206.78,0,1,1,0,2,1,0
12,4,549.76,1,1,1,1,2,0,1
4,6,1530.06,1,1,0,1,0,1,0
4,3,393.12,1,1,1,0,2,0,0
11,0,29.99,1,0,0,1,1,0,0
9,0,29.99,0,1,1,1,2,0,0
3,0,29.99,0,1,1,1,1,1,0
4,0,91.14,0,1,0,0,2,0,0
3,6,1323.32,0,1,1,1,2,1,0
7,0,78.37,1,0,1,1,1,0,0
4,0,38.15,0,1,1,1,1,1,0
9,2,222.47,1,1,1,1,2,0,0
9,1,162.65,0,1,1,0,1,1,0
8,0,29.99,1,0,1,1,2,0,0
1,0,72.9,0,1,1,1,1,0,1
4,6,1080.58,1,1,1,1,0,0,0
1,3,380.55,0,1,2,0,2,1,0
1,5,806.74,0,1,0,1,1,1,0
10,2,228.16,0,1,1,1,1,0,0
6,4,537.64,0,1,1,1,1,1,0
1,6,1770.72,1,1,1,1,1,0,0
6,0,74.78,1,0,0,1,1,0,0
2,4,671.07,1,0,0,1,0,0,0
2,1,160.45,0,1,0,0,2,1,1
6,0,71.29,0,1,0,1,2,0,0
1,0,68.72,0,1,1,1,1,0,0
11,0,37.5,0,1,1,0,1,0,1
1,0,29.99,1,0,1,0,1,0,0
2,1,121.95,1,0,1,0,2,0,1
7,1,185.69,1,0,1,1,2,0,0
4,2,276.66,1,1,1,1,0,1,0
1,0,99.01,1,0,0,0,2,0,0
2,2,286.24,1,0,2,0,0,1,0
1,2,290.12,1,0,0,1,1,0,0
9,1,137.53,1,0,0,0,2,0,0
2,0,39.47,1,0,1,0,1,0,0
4,3,490.02,1,0,1,1,0,0,0
10,3,356.28,0,1,0,0,0,1,0
1,4,615.95,1,1,2,1,2,0,0
4,3,410.06,0,1,1,1,1,0,0
9,1,158.49,1,0,1,0,2,0,0
2,0,49.49,0,1,0,1,2,0,1
11,2,212.25,0,1,0,0,1,0,0
5,0,29.99,1,0,1,1,2,1,1
9,1,106.26,1,0,1,0,1,0,0
1,1,100.68,0,1,0,0,2,0,0
2,1,174.31,1,0,1,1,2,1,0
1,6,1200.27,1,0,2,1,2,0,0
5,2,303.14,0,1,1,0,2,0,1
7,2,306.49,1,1,2,0,0,1,0
10,0,81.8,1,0,1,1,2,0,1
11,2,246.6,0,1,1,1,2,1,0
2,4,556.69,1,1,1,1,1,0,1
9,1,109.96,0,1,0,0,2,0,0
1,2,315.11,1,0,1,0,1,0,1
7,0,34.37,1,0,1,0,1,0,0
5,0,81.45,0,1,0,0,1,0,0
8,1,157.17,0,1,0,1,2,0,0
10,0,51.45,1,0,2,1,2,1,0
1,3,382.28,0,1,0,0,1,1,1
3,3,350.47,0,1,0,0,2,1,0
10,3,353.14,1,0,1,1,1,0,0
9,4,732.93,0,1,2,1,0,0,0
10,1,188.49,0,1,1,0,2,0,1
2,3,412.28,0,1,0,0,1,0,1
9,1,174.92,0,1,1,1,2,1,0
10,3,363.24,1,0,1,0,2,0,0
7,2,295.55,0,1,1,1,1,0,0
9,1,132.96,1,0,0,0,1,0,0
7,2,263.4,1,0,1,1,2,1,1
9,1,108.13,1,0,1,1,2,1,0
3,0,90.98,1,0,1,1,2,0,0
12,0,84.17,1,0,1,1,2,1,0
6,3,382.24,0,1,0,1,1,1,0
8,0,75.04,1,0,0,1,1,0,0
11,0,52.81,0,1,0,1,1,1,0
6,6,1261.23,1,1,1,1,2,0,0
9,0,29.99,1,0,0,1,2,1,0
9,3,386.93,1,1,1,0,2,1,0
1,6,1158.74,0,1,0,1,2,0,0
4,1,195.12,0,1,1,0,1,0,0
7,3,351.51,0,1,0,0,2,0,1
10,0,57.78,0,1,1,0,2,1,1
2,3,402.03,1,0,0,1,0,1,0
1,0,96.3,0,1,1,1,2,0,0
10,1,149.22,1,0,1,1,2,1,0
6,2,235.07,1,0,1,0,2,0,0
10,0,29.99,1,0,1,1,1,1,0
2,5,806.27,0,1,0,1,1,1,0
8,2,205.77,0,1,1,0,0,1,0
12,0,64.38,0,1,0,0,2,0,0
2,3,466.8,1,1,1,0,0,1,0
8,3,451.2,1,1,1,1,1,0,0
1,0,69.53,1,0,1,1,1,0,0
8,3,393.64,0,1,1,1,2,0,1
10,0,45.38,0,1,0,1,1,0,0
2,5,793.28,1,1,2,1,0,0,0
10,1,178.11,0,1,0,0,1,0,1
1,4,620.65,0,1,0,1,1,0,0
5,0,30.62,0,1,0,0,1,0,1
2,0,29.99,0,1,1,0,1,0,0
6,1,191.36,1,0,0,0,1,0,0
3,3,435.05,1,0,1,0,2,0,0
9,3,380.15,0,1,0,0,1,1,0
1,2,274.03,1,1,1,0,1,0,0
2,2,346.64,1,0,1,1,0,0,0
2,0,38.43,1,0,1,1,1,0,0
1,2,304.61,1,0,0,0,2,0,0
10,0,29.99,0,1,0,0,1,0,0
8,6,1190.1,1,0,1,1,1,1,0
2,2,292.92,0,1,2,1,1,1,0
3,4,679.87,1,0,0,1,2,0,0
11,2,285.34,1,0,1,1,0,0,0
3,0,34.64,0,1,0,1,1,1,0
3,0,47.88,1,0,1,1,2,0,0
6,0,29.99,1,0,0,1,2,0,0
10,0,29.99,1,0,0,0,2,0,0
1,0,45.1,0,1,1,0,2,0,0
1,0,51.61,1,0,1,0,1,0,1
9,0,29.99,0,1,1,0,2,0,1
8,1,188.47,0,1,1,0,2,0,0
7,2,220.29,0,1,0,1,2,1,0
6,0,29.99,0,1,1,0,1,1,0
4,2,328.97,1,1,2,0,1,0,0
8,4,620.74,1,0,0,1,2,0,0
10,3,374.86,0,1,1,0,2,0,0
1,0,54.18,0,1,0,1,1,0,0
4,3,476.67,1,1,1,0,0,0,1
6,0,76.37,1,0,1,0,2,0,0
3,2,266.98,0,1,2,1,0,0,0
12,0,53.78,0,1,1,0,2,0,0
9,0,83.8,0,1,1,0,2,1,1
12,0,40.61,1,0,0,1,1,1,0
2,3,459.18,0,1,1,0,0,0,0
1,1,172.42,0,1,0,0,1,0,0
11,0,29.99,0,1,0,1,1,1,0
3,0,75.15,1,0,0,0,1,0,0
6,4,640.19,1,1,0,1,2,0,0
10,0,75.5,0,1,1,0,2,0,0
1,2,335.64,1,1,0,1,1,1,1
3,4,628.14,1,1,0,1,1,0,0
2,0,52.97,1,0,1,1,1,0,0
9,2,328.34,0,1,0,0,1,1,0
9,0,29.99,0,1,0,1,1,0,0
4,1,110.74,1,0,0,1,2,1,1
10,2,308.59,0,1,1,0,0,1,0
11,3,355.81,0,1,1,0,2,0,0
10,2,302.17,1,0,1,0,1,0,0
9,3,359.11,1,0,1,0,2,0,0
1,6,1631.38,1,0,0,1,0,0,0
3,0,29.99,1,0,1,0,1,0,0
1,5,833.89,0,1,1,1,2,0,1
12,1,128.42,0,1,1,0,2,0,0
11,0,29.99,1,0,2,1,1,1,0
3,3,391.33,1,1,0,1,2,0,0
10,0,63.47,0,1,2,1,1,0,0
5,2,325.14,0,1,0,0,2,1,0
3,3,438.36,1,1,0,1,1,0,1
6,2,238.02,0,1,0,0,1,0,0
1,2,327.86,1,0,1,1,0,0,0
5,1,179.5,0,1,2,0,2,0,0
3,1,158.84,1,0,1,1,1,0,0
2,3,389.0,0,1,1,1,1,0,0
8,2,278.49,1,0,1,0,0,0,0
6,3,489.56,1,0,0,0,0,0,0
5,1,140.78,0,1,1,0,1,0,0
1,1,167.29,1,0,1,0,2,0,1
4,4,540.53,1,1,1,1,0,0,0
4,1,112.1,0,1,1,1,1,1,0
1,1,138.89,1,0,1,0,1,0,0
3,2,258.25,1,0,0,0,1,0,0
3,1,125.93,1,0,0,0,2,1,0
9,0,29.99,0,1,2,1,1,1,0
9,0,29.99,1,0,1,1,1,0,0
5,1,122.52,0,1,1,1,2,0,0
10,3,417.97,1,0,2,1,0,1,1
7,0,38.86,0,1,1,0,2,0,0
4,0,59.8,0,1,0,0,2,1,0
1,3,351.82,1,0,1,0,1,0,0
3,4,523.58,1,0,0,1,1,0,0
9,0,39.78,1,0,1,0,1,0,0
12,1,108.15,0,1,0,1,2,1,0
5,1,131.01,0,1,1,1,1,0,0
1,4,641.13,0,1,1,1,2,1,0
1,0,70.38,0,1,1,1,1,0,1
9,0,52.2,0,1,2,1,1,1,0
10,0,33.56,1,0,0,1,1,1,0
7,2,213.77,1,0,1,0,2,0,0
1,5,836.4,1,0,1,1,2,0,0
5,1,104.42,1,0,1,0,1,0,1
2,0,29.99,1,0,0,0,2,0,0
1,0,79.81,1,0,1,1,1,0,0
7,2,223.31,1,1,1,1,1,0,0
9,1,196.62,0,1,0,0,2,1,0
4,0,29.99,0,1,0,1,1,1,0
3,2,331.85,1,1,2,1,2,0,0
2,0,60.41,1,0,1,1,1,1,0
1,0,73.96,0,1,0,0,1,0,0
10,2,207.59,0,1,2,0,1,0,0
5,0,38.85,1,0,1,1,1,1,0
1,0,88.45,1,0,2,0,1,0,0
10,0,29.99,0,1,0,1,1,1,0
5,4,509.58,1,1,0,1,1,0,0
11,3,391.45,0,1,1,1,1,1,1
2,0,35.75,0,1,2,0,2,1,0
3,3,416.96,1,0,1,0,2,0,0
6,3,439.53,1,1,1,0,0,0,0
6,2,272.07,0,1,1,1,1,1,0
12,0,79.79,0,1,1,0,1,1,0
8,0,36.3,0,1,0,0,1,0,0
10,0,36.48,0,1,0,0,1,1,0
11,2,302.62,0,1,0,0,0,0,0
7,0,29.99,0,1,1,0,2,0,0
1,4,581.95,0,1,0,1,0,0,0
2,0,29.99,0,1,2,0,2,1,0
5,1,104.63,1,0,0,0,2,1,0
3,0,31.92,1,0,0,1,1,1,0
7,2,349.93,1,1,0,1,1,1,0
6,0,29.99,0,1,1,1,2,1,0
5,0,57.37,0,1,2,0,1,0,0
2,3,375.42,1,0,1,1,0,0,0
10,2,222.08,1,0,0,0,2,0,0
6,1,135.76,1,0,2,1,1,0,0
12,0,76.5,0,1,2,1,2,0,0
2,2,321.31,0,1,2,1,1,1,0
10,0,60.91,1,0,2,1,1,0,0
9,2,326.89,0,1,1,1,2,0,0
10,1,176.93,0,1,1,0,1,1,0
6,2,310.73,0,1,1,1,0,1,0
9,2,254.61,1,1,1,1,2,1,0
1,0,29.99,0,1,0,0,1,1,0
8,0,29.99,0,1,1,1,2,1,0
5,1,171.65,0,1,1,0,2,0,1
7,0,71.48,1,0,0,0,2,1,1
3,4,670.55,1,0,0,1,1,1,0
1,2,340.78,0,1,0,1,0,1,0
6,0,68.44,0,1,1,1,2,1,0
9,2,295.93,1,0,1,1,1,0,0
11,0,76.76,0,1,0,1,1,1,0
12,0,29.99,1,0,1,0,1,0,1
9,0,72.89,1,0,2,1,2,0,0
8,1,177.62,0,1,1,0,1,0,0
9,0,29.99,0,1,0,0,1,1,0
9,0,55.32,1,0,1,0,1,0,0
12,0,29.99,1,0,1,1,1,1,0
10,4,533.21,1,1,2,1,1,0,1
11,0,29.99,0,1,0,0,2,0,0
9,1,197.38,1,0,1,1,1,0,0
6,1,125.51,1,0,1,0,2,1,0
9,0,29.99,1,0,2,0,2,0,0
8,2,212.3,1,0,1,0,1,0,0
1,4,673.01,0,1,1,1,2,1,1
10,0,65.3,0,1,0,0,2,1,0
5,0,30.24,0,1,2,0,1,0,0
2,0,29.99,1,0,1,0,2,0,0
2,0,96.31,0,1,1,0,2,0,0
7,1,149.54,0,1,1,1,2,0,0
1,0,32.58,0,1,1,1,1,0,0
10,0,29.99,1,0,0,0,2,0,1
2,1,158.33,0,1,1,0,2,1,1
12,0,29.99,1,0,1,1,2,0,0
5,0,84.95,1,0,0,0,2,0,0
1,5,786.6,1,0,1,1,2,1,1
6,0,81.38,0,1,0,0,1,1,0
4,1,175.69,0,1,1,1,1,0,0
2,5,919.48,1,1,1,1,2,0,0
4,2,338.1,1,0,0,0,2,0,0
6,4,547.03,1,0,2,1,0,0,0
1,2,279.61,1,1,0,0,2,0,0
10,4,502.04,0,1,1,1,2,1,0
4,0,78.41,1,0,1,0,2,1,0
9,0,78.72,0,1,1,1,2,0,1
7,2,314.83,1,0,1,1,1,0,0
10,1,108.92,0,1,1,1,2,0,0
8,0,29.99,1,0,1,1,1,0,0
8,0,87.77,1,0,1,0,1,0,1
2,3,475.83,1,0,2,1,2,1,0
12,0,83.51,1,0,0,0,1,1,0
9,0,60.42,1,0,1,0,1,0,0
4,0,96.11,0,1,0,0,1,0,0
1,1,173.48,1,0,2,1,1,0,0
6,4,731.05,1,1,2,1,1,1,0
7,1,128.5,0,1,0,1,2,0,0
11,0,84.66,0,1,0,1,1,0,0
1,0,84.76,0,1,0,0,2,0,0
1,0,64.84,1,0,1,1,2,1,0
4,3,479.16,0,1,0,0,0,1,0
1,0,43.66,1,0,0,0,1,1,0
11,0,29.99,1,0,1,1,2,0,0
5,3,357.99,1,0,2,1,1,1,0
6,1,156.03,1,0,0,0,1,1,0
6,1,169.18,1,0,2,0,1,0,0
12,1,194.01,1,0,0,0,1,0,0
10,0,29.99,1,0,0,0,1,1,0
5,0,79.79,1,0,1,1,2,0,0
6,0,46.4,1,0,2,1,1,1,0
2,1,182.25,1,0,1,1,1,1,0
9,0,29.99,1,0,1,0,1,0,0
3,0,70.95,0,1,2,0,2,1,0
10,1,110.11,1,0,0,1,1,1,0
10,1,128.6,0,1,1,0,1,0,0
6,0,29.99,1,0,2,1,1,0,0
9,1,166.06,0,1,0,0,1,1,0
1,1,167.36,1,0,1,1,2,0,0
6,0,46.25,0,1,0,0,2,0,1
3,0,35.61,1,0,1,1,2,1,0
1,4,638.93,0,1,1,1,2,0,0
5,0,29.99,1,0,0,0,2,0,0
11,0,29.99,1,0,1,1,1,1,0
2,0,91.85,1,0,1,0,1,0,0
12,2,299.88,0,1,1,1,0,0,0
5,1,168.82,0,1,1,0,2,0,0
10,1,180.8,0,1,1,0,2,0,0
1,3,490.71,0,1,1,1,1,1,0
3,3,365.67,0,1,0,1,2,1,0
1,0,36.29,0,1,0,1,2,1,0
2,0,36.05,1,0,1,0,2,0,0
1,1,161.66,1,0,0,0,2,0,1
10,0,65.02,1,0,0,0,2,0,0
8,1,174.96,1,0,1,1,2,0,0
1,4,540.95,1,0,1,1,0,0,1
1,1,121.34,0,1,1,0,2,0,0
5,0,29.99,1,0,2,1,1,0,0
1,1,164.6,0,1,0,1,2,1,1
